gene_ID_or_name,ref,chr,Ensemble_transcript_strand,coordinate,type
ENSMUST00000057649,ensembl_GRCm39_latest,10,1,43400166,end_of_ATG
ENSMUST00000057649,ensembl_GRCm39_latest,10,1,43400539,start_of_STOP
ENSMUST00000043864,ensembl_GRCm39_latest,2,-1,5849717,end_of_ATG
ENSMUST00000043864,ensembl_GRCm39_latest,2,-1,5799667,start_of_STOP
ENSMUST00000144099,ensembl_GRCm39_latest,4,-1,70328502,end_of_ATG
ENSMUST00000144099,ensembl_GRCm39_latest,4,-1,70141297,start_of_STOP
ENSMUST00000146299,ensembl_GRCm39_latest,17,-1,35100969,end_of_ATG
ENSMUST00000146299,ensembl_GRCm39_latest,17,-1,35075405,start_of_STOP
ENSMUST00000035844,ensembl_GRCm39_latest,7,1,44118250,end_of_ATG
ENSMUST00000035844,ensembl_GRCm39_latest,7,1,44120936,start_of_STOP
ENSMUST00000147196,ensembl_GRCm39_latest,10,-1,43409139,end_of_ATG
ENSMUST00000147196,ensembl_GRCm39_latest,10,-1,43401227,start_of_STOP
ENSMUST00000178907,ensembl_GRCm39_latest,17,-1,58049212,end_of_ATG
ENSMUST00000178907,ensembl_GRCm39_latest,17,-1,58048764,start_of_STOP
ENSMUST00000214476,ensembl_GRCm39_latest,10,1,43456017,end_of_ATG
ENSMUST00000214476,ensembl_GRCm39_latest,10,1,43458759,start_of_STOP
ENSMUST00000091184,ensembl_GRCm39_latest,3,1,40663424,end_of_ATG
ENSMUST00000091184,ensembl_GRCm39_latest,3,1,40679497,start_of_STOP
ENSMUST00000037877,ensembl_GRCm39_latest,2,-1,180284380,end_of_ATG
ENSMUST00000037877,ensembl_GRCm39_latest,2,-1,180264387,start_of_STOP
ENSMUST00000002029,ensembl_GRCm39_latest,X,1,73298560,end_of_ATG
ENSMUST00000002029,ensembl_GRCm39_latest,X,1,73300941,start_of_STOP
ENSMUST00000076038,ensembl_GRCm39_latest,17,1,58076567,end_of_ATG
ENSMUST00000076038,ensembl_GRCm39_latest,17,1,58717335,start_of_STOP
ENSMUST00000102693,ensembl_GRCm39_latest,11,-1,59937259,end_of_ATG
ENSMUST00000102693,ensembl_GRCm39_latest,11,-1,59861646,start_of_STOP
ENSMUST00000057625,ensembl_GRCm39_latest,X,1,134934257,end_of_ATG
ENSMUST00000057625,ensembl_GRCm39_latest,X,1,134934795,start_of_STOP
ENSMUST00000051806,ensembl_GRCm39_latest,19,1,41017880,end_of_ATG
ENSMUST00000051806,ensembl_GRCm39_latest,19,1,41047589,start_of_STOP
ENSMUST00000020012,ensembl_GRCm39_latest,10,-1,43777631,end_of_ATG
ENSMUST00000020012,ensembl_GRCm39_latest,10,-1,43750481,start_of_STOP
ENSMUST00000022890,ensembl_GRCm39_latest,15,-1,36266093,end_of_ATG
ENSMUST00000022890,ensembl_GRCm39_latest,15,-1,36241517,start_of_STOP
ENSMUST00000102530,ensembl_GRCm39_latest,9,-1,107482274,end_of_ATG
ENSMUST00000102530,ensembl_GRCm39_latest,9,-1,107475972,start_of_STOP
ENSMUST00000049130,ensembl_GRCm39_latest,X,-1,134967949,end_of_ATG
ENSMUST00000049130,ensembl_GRCm39_latest,X,-1,134967564,start_of_STOP
ENSMUST00000017255,ensembl_GRCm39_latest,11,-1,99176031,end_of_ATG
ENSMUST00000017255,ensembl_GRCm39_latest,11,-1,99171040,start_of_STOP
ENSMUST00000103204,ensembl_GRCm39_latest,4,-1,151128687,end_of_ATG
ENSMUST00000103204,ensembl_GRCm39_latest,4,-1,151090335,start_of_STOP
ENSMUST00000087176,ensembl_GRCm39_latest,19,-1,41065473,end_of_ATG
ENSMUST00000087176,ensembl_GRCm39_latest,19,-1,41052244,start_of_STOP
ENSMUST00000026927,ensembl_GRCm39_latest,2,1,5859672,end_of_ATG
ENSMUST00000026927,ensembl_GRCm39_latest,2,1,5873007,start_of_STOP
ENSMUST00000112427,ensembl_GRCm39_latest,6,1,125000649,end_of_ATG
ENSMUST00000112427,ensembl_GRCm39_latest,6,1,125013686,start_of_STOP
ENSMUST00000038004,ensembl_GRCm39_latest,11,-1,99213715,end_of_ATG
ENSMUST00000038004,ensembl_GRCm39_latest,11,-1,99206932,start_of_STOP
ENSMUST00000071016,ensembl_GRCm39_latest,2,-1,5867492,end_of_ATG
ENSMUST00000071016,ensembl_GRCm39_latest,2,-1,5867023,start_of_STOP
ENSMUST00000211952,ensembl_GRCm39_latest,9,-1,37623571,end_of_ATG
ENSMUST00000211952,ensembl_GRCm39_latest,9,-1,37622646,start_of_STOP
ENSMUST00000057486,ensembl_GRCm39_latest,15,-1,36486249,end_of_ATG
ENSMUST00000057486,ensembl_GRCm39_latest,15,-1,36479405,start_of_STOP
ENSMUST00000222316,ensembl_GRCm39_latest,12,-1,70393940,end_of_ATG
ENSMUST00000222316,ensembl_GRCm39_latest,12,-1,70294945,start_of_STOP
ENSMUST00000211893,ensembl_GRCm39_latest,9,-1,37642275,end_of_ATG
ENSMUST00000211893,ensembl_GRCm39_latest,9,-1,37641351,start_of_STOP
ENSMUST00000069360,ensembl_GRCm39_latest,X,-1,51702679,end_of_ATG
ENSMUST00000069360,ensembl_GRCm39_latest,X,-1,51361664,start_of_STOP
ENSMUST00000164462,ensembl_GRCm39_latest,7,1,86645675,end_of_ATG
ENSMUST00000164462,ensembl_GRCm39_latest,7,1,86687174,start_of_STOP
ENSMUST00000024972,ensembl_GRCm39_latest,17,1,25031989,end_of_ATG
ENSMUST00000024972,ensembl_GRCm39_latest,17,1,25058509,start_of_STOP
ENSMUST00000100482,ensembl_GRCm39_latest,11,-1,99228728,end_of_ATG
ENSMUST00000100482,ensembl_GRCm39_latest,11,-1,99220462,start_of_STOP
ENSMUST00000107359,ensembl_GRCm39_latest,4,-1,70453057,end_of_ATG
ENSMUST00000107359,ensembl_GRCm39_latest,4,-1,70351319,start_of_STOP
ENSMUST00000148558,ensembl_GRCm39_latest,19,1,7590050,end_of_ATG
ENSMUST00000148558,ensembl_GRCm39_latest,19,1,7617005,start_of_STOP
ENSMUST00000017732,ensembl_GRCm39_latest,11,-1,99241897,end_of_ATG
ENSMUST00000017732,ensembl_GRCm39_latest,11,-1,99236565,start_of_STOP
ENSMUST00000059206,ensembl_GRCm39_latest,9,1,55997695,end_of_ATG
ENSMUST00000059206,ensembl_GRCm39_latest,9,1,56036002,start_of_STOP
ENSMUST00000029754,ensembl_GRCm39_latest,3,1,95468558,end_of_ATG
ENSMUST00000029754,ensembl_GRCm39_latest,3,1,95494767,start_of_STOP
ENSMUST00000030797,ensembl_GRCm39_latest,4,-1,151142330,end_of_ATG
ENSMUST00000030797,ensembl_GRCm39_latest,4,-1,151133489,start_of_STOP
ENSMUST00000105667,ensembl_GRCm39_latest,4,1,151174130,end_of_ATG
ENSMUST00000105667,ensembl_GRCm39_latest,4,1,151175595,start_of_STOP
ENSMUST00000021471,ensembl_GRCm39_latest,12,1,70499945,end_of_ATG
ENSMUST00000021471,ensembl_GRCm39_latest,12,1,70512928,start_of_STOP
ENSMUST00000006963,ensembl_GRCm39_latest,11,-1,99265663,end_of_ATG
ENSMUST00000006963,ensembl_GRCm39_latest,11,-1,99255871,start_of_STOP
ENSMUST00000118261,ensembl_GRCm39_latest,5,1,107112886,end_of_ATG
ENSMUST00000118261,ensembl_GRCm39_latest,5,1,107131219,start_of_STOP
ENSMUST00000084489,ensembl_GRCm39_latest,4,-1,71676141,end_of_ATG
ENSMUST00000084489,ensembl_GRCm39_latest,4,-1,71674615,start_of_STOP
ENSMUST00000025666,ensembl_GRCm39_latest,19,-1,7688556,end_of_ATG
ENSMUST00000025666,ensembl_GRCm39_latest,19,-1,7650653,start_of_STOP
ENSMUST00000216982,ensembl_GRCm39_latest,9,1,37657434,end_of_ATG
ENSMUST00000216982,ensembl_GRCm39_latest,9,1,37658362,start_of_STOP
ENSMUST00000215128,ensembl_GRCm39_latest,9,1,37683959,end_of_ATG
ENSMUST00000215128,ensembl_GRCm39_latest,9,1,37684887,start_of_STOP
ENSMUST00000118539,ensembl_GRCm39_latest,3,-1,157630665,end_of_ATG
ENSMUST00000118539,ensembl_GRCm39_latest,3,-1,157600458,start_of_STOP
ENSMUST00000079423,ensembl_GRCm39_latest,7,1,126423262,end_of_ATG
ENSMUST00000079423,ensembl_GRCm39_latest,7,1,126428669,start_of_STOP
ENSMUST00000033665,ensembl_GRCm39_latest,X,1,158771431,end_of_ATG
ENSMUST00000033665,ensembl_GRCm39_latest,X,1,158905993,start_of_STOP
ENSMUST00000215287,ensembl_GRCm39_latest,9,1,37715211,end_of_ATG
ENSMUST00000215287,ensembl_GRCm39_latest,9,1,37716139,start_of_STOP
ENSMUST00000207534,ensembl_GRCm39_latest,7,-1,126408045,end_of_ATG
ENSMUST00000207534,ensembl_GRCm39_latest,7,-1,126400055,start_of_STOP
ENSMUST00000213956,ensembl_GRCm39_latest,9,1,37766118,end_of_ATG
ENSMUST00000213956,ensembl_GRCm39_latest,9,1,37767049,start_of_STOP
ENSMUST00000001974,ensembl_GRCm39_latest,8,1,85416283,end_of_ATG
ENSMUST00000001974,ensembl_GRCm39_latest,8,1,85426391,start_of_STOP
ENSMUST00000087195,ensembl_GRCm39_latest,5,-1,73493226,end_of_ATG
ENSMUST00000087195,ensembl_GRCm39_latest,5,-1,73481111,start_of_STOP
ENSMUST00000055704,ensembl_GRCm39_latest,9,-1,107512414,end_of_ATG
ENSMUST00000055704,ensembl_GRCm39_latest,9,-1,107492836,start_of_STOP
ENSMUST00000021120,ensembl_GRCm39_latest,11,-1,116001044,end_of_ATG
ENSMUST00000021120,ensembl_GRCm39_latest,11,-1,115996829,start_of_STOP
ENSMUST00000080929,ensembl_GRCm39_latest,X,-1,134985847,end_of_ATG
ENSMUST00000080929,ensembl_GRCm39_latest,X,-1,134974011,start_of_STOP
ENSMUST00000032182,ensembl_GRCm39_latest,6,-1,91492779,end_of_ATG
ENSMUST00000032182,ensembl_GRCm39_latest,6,-1,91467041,start_of_STOP
ENSMUST00000159772,ensembl_GRCm39_latest,13,-1,107158581,end_of_ATG
ENSMUST00000159772,ensembl_GRCm39_latest,13,-1,107098649,start_of_STOP
ENSMUST00000101588,ensembl_GRCm39_latest,X,1,51886962,end_of_ATG
ENSMUST00000101588,ensembl_GRCm39_latest,X,1,51887929,start_of_STOP
ENSMUST00000086062,ensembl_GRCm39_latest,9,1,37808704,end_of_ATG
ENSMUST00000086062,ensembl_GRCm39_latest,9,1,37809632,start_of_STOP
ENSMUST00000025986,ensembl_GRCm39_latest,19,-1,41195082,end_of_ATG
ENSMUST00000025986,ensembl_GRCm39_latest,19,-1,41072623,start_of_STOP
ENSMUST00000106784,ensembl_GRCm39_latest,7,1,105289802,end_of_ATG
ENSMUST00000106784,ensembl_GRCm39_latest,7,1,105290848,start_of_STOP
ENSMUST00000116527,ensembl_GRCm39_latest,X,1,135040611,end_of_ATG
ENSMUST00000116527,ensembl_GRCm39_latest,X,1,135040963,start_of_STOP
ENSMUST00000061695,ensembl_GRCm39_latest,7,-1,126430650,end_of_ATG
ENSMUST00000061695,ensembl_GRCm39_latest,7,-1,126429771,start_of_STOP
ENSMUST00000031224,ensembl_GRCm39_latest,5,-1,107414124,end_of_ATG
ENSMUST00000031224,ensembl_GRCm39_latest,5,-1,107257507,start_of_STOP
ENSMUST00000215906,ensembl_GRCm39_latest,9,-1,56067804,end_of_ATG
ENSMUST00000215906,ensembl_GRCm39_latest,9,-1,56043929,start_of_STOP
ENSMUST00000025230,ensembl_GRCm39_latest,17,-1,35100969,end_of_ATG
ENSMUST00000025230,ensembl_GRCm39_latest,17,-1,35081836,start_of_STOP
ENSMUST00000064190,ensembl_GRCm39_latest,11,1,60075940,end_of_ATG
ENSMUST00000064190,ensembl_GRCm39_latest,11,1,60088869,start_of_STOP
ENSMUST00000065634,ensembl_GRCm39_latest,19,-1,7779812,end_of_ATG
ENSMUST00000065634,ensembl_GRCm39_latest,19,-1,7759477,start_of_STOP
ENSMUST00000086061,ensembl_GRCm39_latest,9,1,37829942,end_of_ATG
ENSMUST00000086061,ensembl_GRCm39_latest,9,1,37830882,start_of_STOP
ENSMUST00000036825,ensembl_GRCm39_latest,13,-1,54913494,end_of_ATG
ENSMUST00000036825,ensembl_GRCm39_latest,13,-1,54907324,start_of_STOP
ENSMUST00000033662,ensembl_GRCm39_latest,X,-1,158921306,end_of_ATG
ENSMUST00000033662,ensembl_GRCm39_latest,X,-1,158906781,start_of_STOP
ENSMUST00000074611,ensembl_GRCm39_latest,9,1,37903792,end_of_ATG
ENSMUST00000074611,ensembl_GRCm39_latest,9,1,37904732,start_of_STOP
ENSMUST00000169825,ensembl_GRCm39_latest,15,1,92114270,end_of_ATG
ENSMUST00000169825,ensembl_GRCm39_latest,15,1,92237468,start_of_STOP
ENSMUST00000040787,ensembl_GRCm39_latest,3,1,157653166,end_of_ATG
ENSMUST00000040787,ensembl_GRCm39_latest,3,1,157711505,start_of_STOP
ENSMUST00000019611,ensembl_GRCm39_latest,10,-1,127025832,end_of_ATG
ENSMUST00000019611,ensembl_GRCm39_latest,10,-1,127018707,start_of_STOP
ENSMUST00000103131,ensembl_GRCm39_latest,11,-1,99280156,end_of_ATG
ENSMUST00000103131,ensembl_GRCm39_latest,11,-1,99276458,start_of_STOP
ENSMUST00000061552,ensembl_GRCm39_latest,9,-1,56167924,end_of_ATG
ENSMUST00000061552,ensembl_GRCm39_latest,9,-1,56113734,start_of_STOP
ENSMUST00000169942,ensembl_GRCm39_latest,15,1,92294798,end_of_ATG
ENSMUST00000169942,ensembl_GRCm39_latest,15,1,92668892,start_of_STOP
ENSMUST00000163584,ensembl_GRCm39_latest,X,-1,135071769,end_of_ATG
ENSMUST00000163584,ensembl_GRCm39_latest,X,-1,135071420,start_of_STOP
ENSMUST00000072974,ensembl_GRCm39_latest,9,1,37937106,end_of_ATG
ENSMUST00000072974,ensembl_GRCm39_latest,9,1,37938031,start_of_STOP
ENSMUST00000074343,ensembl_GRCm39_latest,8,1,22108201,end_of_ATG
ENSMUST00000074343,ensembl_GRCm39_latest,8,1,22108896,start_of_STOP
ENSMUST00000237871,ensembl_GRCm39_latest,19,-1,41252291,end_of_ATG
ENSMUST00000237871,ensembl_GRCm39_latest,19,-1,41203513,start_of_STOP
ENSMUST00000239015,ensembl_GRCm39_latest,7,-1,44145821,end_of_ATG
ENSMUST00000239015,ensembl_GRCm39_latest,7,-1,44140298,start_of_STOP
ENSMUST00000181088,ensembl_GRCm39_latest,9,1,37958522,end_of_ATG
ENSMUST00000181088,ensembl_GRCm39_latest,9,1,37959447,start_of_STOP
ENSMUST00000025064,ensembl_GRCm39_latest,17,-1,59294465,end_of_ATG
ENSMUST00000025064,ensembl_GRCm39_latest,17,-1,59186075,start_of_STOP
ENSMUST00000081985,ensembl_GRCm39_latest,9,1,37972620,end_of_ATG
ENSMUST00000081985,ensembl_GRCm39_latest,9,1,37973545,start_of_STOP
ENSMUST00000212502,ensembl_GRCm39_latest,9,1,37996136,end_of_ATG
ENSMUST00000212502,ensembl_GRCm39_latest,9,1,37997061,start_of_STOP
ENSMUST00000079528,ensembl_GRCm39_latest,8,1,22145819,end_of_ATG
ENSMUST00000079528,ensembl_GRCm39_latest,8,1,22146655,start_of_STOP
ENSMUST00000067632,ensembl_GRCm39_latest,11,-1,116021829,end_of_ATG
ENSMUST00000067632,ensembl_GRCm39_latest,11,-1,116016894,start_of_STOP
ENSMUST00000075268,ensembl_GRCm39_latest,8,1,22155815,end_of_ATG
ENSMUST00000075268,ensembl_GRCm39_latest,8,1,22156653,start_of_STOP
ENSMUST00000075228,ensembl_GRCm39_latest,9,1,38019986,end_of_ATG
ENSMUST00000075228,ensembl_GRCm39_latest,9,1,38020926,start_of_STOP
ENSMUST00000054418,ensembl_GRCm39_latest,10,1,43778261,end_of_ATG
ENSMUST00000054418,ensembl_GRCm39_latest,10,1,43822522,start_of_STOP
ENSMUST00000072290,ensembl_GRCm39_latest,9,1,38026990,end_of_ATG
ENSMUST00000072290,ensembl_GRCm39_latest,9,1,38028021,start_of_STOP
ENSMUST00000052778,ensembl_GRCm39_latest,17,1,35114219,end_of_ATG
ENSMUST00000052778,ensembl_GRCm39_latest,17,1,35115594,start_of_STOP
ENSMUST00000115560,ensembl_GRCm39_latest,16,1,19969213,end_of_ATG
ENSMUST00000115560,ensembl_GRCm39_latest,16,1,20049621,start_of_STOP
ENSMUST00000031040,ensembl_GRCm39_latest,5,1,73563707,end_of_ATG
ENSMUST00000031040,ensembl_GRCm39_latest,5,1,73610437,start_of_STOP
ENSMUST00000075619,ensembl_GRCm39_latest,19,-1,7904133,end_of_ATG
ENSMUST00000075619,ensembl_GRCm39_latest,19,-1,7842144,start_of_STOP
ENSMUST00000017741,ensembl_GRCm39_latest,11,-1,99313040,end_of_ATG
ENSMUST00000017741,ensembl_GRCm39_latest,11,-1,99306839,start_of_STOP
ENSMUST00000017743,ensembl_GRCm39_latest,11,-1,99328921,end_of_ATG
ENSMUST00000017743,ensembl_GRCm39_latest,11,-1,99319809,start_of_STOP
ENSMUST00000164733,ensembl_GRCm39_latest,6,-1,48815289,end_of_ATG
ENSMUST00000164733,ensembl_GRCm39_latest,6,-1,48810989,start_of_STOP
ENSMUST00000065651,ensembl_GRCm39_latest,19,-1,8109138,end_of_ATG
ENSMUST00000065651,ensembl_GRCm39_latest,19,-1,8039715,start_of_STOP
ENSMUST00000116229,ensembl_GRCm39_latest,10,-1,127029597,end_of_ATG
ENSMUST00000116229,ensembl_GRCm39_latest,10,-1,127026987,start_of_STOP
ENSMUST00000074085,ensembl_GRCm39_latest,X,1,73314610,end_of_ATG
ENSMUST00000074085,ensembl_GRCm39_latest,X,1,73316671,start_of_STOP
ENSMUST00000006969,ensembl_GRCm39_latest,11,-1,99383888,end_of_ATG
ENSMUST00000006969,ensembl_GRCm39_latest,11,-1,99369025,start_of_STOP
ENSMUST00000096069,ensembl_GRCm39_latest,13,-1,3649962,end_of_ATG
ENSMUST00000096069,ensembl_GRCm39_latest,13,-1,3616666,start_of_STOP
ENSMUST00000025065,ensembl_GRCm39_latest,17,-1,59318241,end_of_ATG
ENSMUST00000025065,ensembl_GRCm39_latest,17,-1,59309178,start_of_STOP
ENSMUST00000177390,ensembl_GRCm39_latest,3,1,95496280,end_of_ATG
ENSMUST00000177390,ensembl_GRCm39_latest,3,1,95524780,start_of_STOP
ENSMUST00000113800,ensembl_GRCm39_latest,16,1,96116371,end_of_ATG
ENSMUST00000113800,ensembl_GRCm39_latest,16,1,96117293,start_of_STOP
ENSMUST00000056157,ensembl_GRCm39_latest,8,-1,112060382,end_of_ATG
ENSMUST00000056157,ensembl_GRCm39_latest,8,-1,112038659,start_of_STOP
ENSMUST00000013970,ensembl_GRCm39_latest,10,-1,127047378,end_of_ATG
ENSMUST00000013970,ensembl_GRCm39_latest,10,-1,127034935,start_of_STOP
ENSMUST00000161202,ensembl_GRCm39_latest,15,-1,36555656,end_of_ATG
ENSMUST00000161202,ensembl_GRCm39_latest,15,-1,36505529,start_of_STOP
ENSMUST00000066819,ensembl_GRCm39_latest,X,-1,135102534,end_of_ATG
ENSMUST00000066819,ensembl_GRCm39_latest,X,-1,135101936,start_of_STOP
ENSMUST00000071886,ensembl_GRCm39_latest,8,-1,22193616,end_of_ATG
ENSMUST00000071886,ensembl_GRCm39_latest,8,-1,22192646,start_of_STOP
ENSMUST00000058125,ensembl_GRCm39_latest,X,-1,135115325,end_of_ATG
ENSMUST00000058125,ensembl_GRCm39_latest,X,-1,135114943,start_of_STOP
ENSMUST00000040607,ensembl_GRCm39_latest,6,1,91493042,end_of_ATG
ENSMUST00000040607,ensembl_GRCm39_latest,6,1,91499301,start_of_STOP
ENSMUST00000042288,ensembl_GRCm39_latest,13,1,3684135,end_of_ATG
ENSMUST00000042288,ensembl_GRCm39_latest,13,1,3700305,start_of_STOP
ENSMUST00000040880,ensembl_GRCm39_latest,16,-1,20060061,end_of_ATG
ENSMUST00000040880,ensembl_GRCm39_latest,16,-1,20054714,start_of_STOP
ENSMUST00000106439,ensembl_GRCm39_latest,11,-1,116029601,end_of_ATG
ENSMUST00000106439,ensembl_GRCm39_latest,11,-1,116022822,start_of_STOP
ENSMUST00000080533,ensembl_GRCm39_latest,8,1,22224555,end_of_ATG
ENSMUST00000080533,ensembl_GRCm39_latest,8,1,22225391,start_of_STOP
ENSMUST00000058230,ensembl_GRCm39_latest,3,1,95532433,end_of_ATG
ENSMUST00000058230,ensembl_GRCm39_latest,3,1,95538756,start_of_STOP
ENSMUST00000113116,ensembl_GRCm39_latest,X,1,135126017,end_of_ATG
ENSMUST00000113116,ensembl_GRCm39_latest,X,1,135126309,start_of_STOP
ENSMUST00000051017,ensembl_GRCm39_latest,8,1,22266670,end_of_ATG
ENSMUST00000051017,ensembl_GRCm39_latest,8,1,22284590,start_of_STOP
ENSMUST00000077698,ensembl_GRCm39_latest,13,-1,3854201,end_of_ATG
ENSMUST00000077698,ensembl_GRCm39_latest,13,-1,3853756,start_of_STOP
ENSMUST00000121777,ensembl_GRCm39_latest,7,1,66357869,end_of_ATG
ENSMUST00000121777,ensembl_GRCm39_latest,7,1,66364399,start_of_STOP
ENSMUST00000059672,ensembl_GRCm39_latest,19,-1,41373406,end_of_ATG
ENSMUST00000059672,ensembl_GRCm39_latest,19,-1,41262737,start_of_STOP
ENSMUST00000048687,ensembl_GRCm39_latest,X,1,135147117,end_of_ATG
ENSMUST00000048687,ensembl_GRCm39_latest,X,1,135147427,start_of_STOP
ENSMUST00000076840,ensembl_GRCm39_latest,17,-1,63188123,end_of_ATG
ENSMUST00000076840,ensembl_GRCm39_latest,17,-1,62914339,start_of_STOP
ENSMUST00000078879,ensembl_GRCm39_latest,8,1,22313629,end_of_ATG
ENSMUST00000078879,ensembl_GRCm39_latest,8,1,22321231,start_of_STOP
ENSMUST00000200401,ensembl_GRCm39_latest,10,-1,44024753,end_of_ATG
ENSMUST00000200401,ensembl_GRCm39_latest,10,-1,43827867,start_of_STOP
ENSMUST00000042219,ensembl_GRCm39_latest,13,1,3887898,end_of_ATG
ENSMUST00000042219,ensembl_GRCm39_latest,13,1,3888340,start_of_STOP
ENSMUST00000184271,ensembl_GRCm39_latest,13,1,3904270,end_of_ATG
ENSMUST00000184271,ensembl_GRCm39_latest,13,1,3904728,start_of_STOP
ENSMUST00000037947,ensembl_GRCm39_latest,3,1,95566170,end_of_ATG
ENSMUST00000037947,ensembl_GRCm39_latest,3,1,95568132,start_of_STOP
ENSMUST00000107445,ensembl_GRCm39_latest,11,-1,99412082,end_of_ATG
ENSMUST00000107445,ensembl_GRCm39_latest,11,-1,99405452,start_of_STOP
ENSMUST00000057896,ensembl_GRCm39_latest,15,-1,93172960,end_of_ATG
ENSMUST00000057896,ensembl_GRCm39_latest,15,-1,93142851,start_of_STOP
ENSMUST00000113298,ensembl_GRCm39_latest,19,-1,8196035,end_of_ATG
ENSMUST00000113298,ensembl_GRCm39_latest,19,-1,8137920,start_of_STOP
ENSMUST00000038475,ensembl_GRCm39_latest,8,-1,112120382,end_of_ATG
ENSMUST00000038475,ensembl_GRCm39_latest,8,-1,112073076,start_of_STOP
ENSMUST00000101426,ensembl_GRCm39_latest,6,1,48819143,end_of_ATG
ENSMUST00000101426,ensembl_GRCm39_latest,6,1,48822077,start_of_STOP
ENSMUST00000100241,ensembl_GRCm39_latest,2,1,28423565,end_of_ATG
ENSMUST00000100241,ensembl_GRCm39_latest,2,1,28442277,start_of_STOP
ENSMUST00000006745,ensembl_GRCm39_latest,8,1,22329977,end_of_ATG
ENSMUST00000006745,ensembl_GRCm39_latest,8,1,22333440,start_of_STOP
ENSMUST00000054162,ensembl_GRCm39_latest,8,1,22348946,end_of_ATG
ENSMUST00000054162,ensembl_GRCm39_latest,8,1,22351976,start_of_STOP
ENSMUST00000113794,ensembl_GRCm39_latest,16,1,96165229,end_of_ATG
ENSMUST00000113794,ensembl_GRCm39_latest,16,1,96223034,start_of_STOP
ENSMUST00000057076,ensembl_GRCm39_latest,8,-1,22375408,end_of_ATG
ENSMUST00000057076,ensembl_GRCm39_latest,8,-1,22371810,start_of_STOP
ENSMUST00000051965,ensembl_GRCm39_latest,8,-1,22396393,end_of_ATG
ENSMUST00000051965,ensembl_GRCm39_latest,8,-1,22395444,start_of_STOP
ENSMUST00000117782,ensembl_GRCm39_latest,3,-1,95592783,end_of_ATG
ENSMUST00000117782,ensembl_GRCm39_latest,3,-1,95584145,start_of_STOP
ENSMUST00000099356,ensembl_GRCm39_latest,13,1,81031771,end_of_ATG
ENSMUST00000099356,ensembl_GRCm39_latest,13,1,81041543,start_of_STOP
ENSMUST00000209750,ensembl_GRCm39_latest,12,-1,34578301,end_of_ATG
ENSMUST00000209750,ensembl_GRCm39_latest,12,-1,34102302,start_of_STOP
ENSMUST00000062586,ensembl_GRCm39_latest,8,-1,22422690,end_of_ATG
ENSMUST00000062586,ensembl_GRCm39_latest,8,-1,22419888,start_of_STOP
ENSMUST00000076786,ensembl_GRCm39_latest,8,1,22428370,end_of_ATG
ENSMUST00000076786,ensembl_GRCm39_latest,8,1,22430817,start_of_STOP
ENSMUST00000001809,ensembl_GRCm39_latest,15,-1,36608748,end_of_ATG
ENSMUST00000001809,ensembl_GRCm39_latest,15,-1,36596809,start_of_STOP
ENSMUST00000238398,ensembl_GRCm39_latest,19,1,41540940,end_of_ATG
ENSMUST00000238398,ensembl_GRCm39_latest,19,1,41574973,start_of_STOP
ENSMUST00000060587,ensembl_GRCm39_latest,8,1,22436809,end_of_ATG
ENSMUST00000060587,ensembl_GRCm39_latest,8,1,22438636,start_of_STOP
ENSMUST00000106786,ensembl_GRCm39_latest,7,1,105289802,end_of_ATG
ENSMUST00000106786,ensembl_GRCm39_latest,7,1,105304897,start_of_STOP
ENSMUST00000160422,ensembl_GRCm39_latest,5,1,145104169,end_of_ATG
ENSMUST00000160422,ensembl_GRCm39_latest,5,1,145118012,start_of_STOP
ENSMUST00000110741,ensembl_GRCm39_latest,8,1,22449260,end_of_ATG
ENSMUST00000110741,ensembl_GRCm39_latest,8,1,22453934,start_of_STOP
ENSMUST00000017193,ensembl_GRCm39_latest,8,1,22463214,end_of_ATG
ENSMUST00000017193,ensembl_GRCm39_latest,8,1,22463881,start_of_STOP
ENSMUST00000134550,ensembl_GRCm39_latest,12,1,35034889,end_of_ATG
ENSMUST00000134550,ensembl_GRCm39_latest,12,1,35035841,start_of_STOP
ENSMUST00000102981,ensembl_GRCm39_latest,2,-1,5900072,end_of_ATG
ENSMUST00000102981,ensembl_GRCm39_latest,2,-1,5876648,start_of_STOP
ENSMUST00000163558,ensembl_GRCm39_latest,13,-1,108295101,end_of_ATG
ENSMUST00000163558,ensembl_GRCm39_latest,13,-1,108189242,start_of_STOP
ENSMUST00000080299,ensembl_GRCm39_latest,15,-1,93234661,end_of_ATG
ENSMUST00000080299,ensembl_GRCm39_latest,15,-1,93183271,start_of_STOP
ENSMUST00000064110,ensembl_GRCm39_latest,7,1,126447760,end_of_ATG
ENSMUST00000064110,ensembl_GRCm39_latest,7,1,126451206,start_of_STOP
ENSMUST00000048642,ensembl_GRCm39_latest,16,-1,20121075,end_of_ATG
ENSMUST00000048642,ensembl_GRCm39_latest,16,-1,20098726,start_of_STOP
ENSMUST00000161741,ensembl_GRCm39_latest,5,-1,145128323,end_of_ATG
ENSMUST00000161741,ensembl_GRCm39_latest,5,-1,145120651,start_of_STOP
ENSMUST00000057859,ensembl_GRCm39_latest,12,1,70910820,end_of_ATG
ENSMUST00000057859,ensembl_GRCm39_latest,12,1,70946440,start_of_STOP
ENSMUST00000096269,ensembl_GRCm39_latest,19,-1,8382267,end_of_ATG
ENSMUST00000096269,ensembl_GRCm39_latest,19,-1,8313127,start_of_STOP
